Code,Type,Number,Brand,Model,Cc,Year,Comment,Picture
"906","ABTD","4","TOYOTA","HIACE VLH51V DIESEL","0","1985","-","0906 ABTD04.jpg"
"906","ABTD","16","PEUGEOT","-","0","2000","-","0906-ABTD 16.jpg"
"906","VCOT","1","?NISSAN","PATROL KY260","0","1997","-","0906-VCOT 01.jpg"
"905","ABTD","8","MERCEDES-BENZ","250D-T124","0","2000","-","0905-ABDT08.jpg"
"905","VTTR","1","M.A.N.","630 LZA","4000","1963","-","0905 VTTF01.jpg"
"905","ABTD","7","MERCEDES-BENZ","250D-T124","0","2000","-","0905-ABTD 07.jpg"
"616","VTGC","4","VOLVO","F12","33000","1991","-","0616-VTGC 04.jpg"
"905","VTPG","1","MERCEDES-BENZ","0309D","0","2000","-","0905 VTPG01.jpg"
"905","VTPT","1","UMM","ALTER 4X4 D","0","1988","-","0905 VTPT01.jpg"
"606","VUCI","4","MERCEDES-BENZ","LAF1113B","2400","1967","-","0606-VUCI 04.jpg"
"606","VTTU","1","MERCEDES-BENZ","1617","10000","1980","-","0606-VTTU 01.jpg"
"606","VTPT","2","UMM","ALTER 4X4 D LONGO","0","1991","-","0606-VTPT 02.jpg"
"606","VSAT","1","MAGIRUZ DEUTZ","90D65FL","400","1977","-","0606-VSAT 01.jpg"
"606","VRCI","6","MERCEDES-BENZ","1513","3400","1968","-","0606-VRCI 06.jpg"
"606","VRCI","3","TOYOTA","DYNA WU95","2500","1989","-","0606-VRCI 03.jpg"
"606","VLCI","2","LAND ROVER","110 2.5 TDI DEFENDER","600","1994","-","0606-VLCI 02.jpg"
"606","VLCI","1","TOYOTA","LAND CRUISER BJ45","600","1984","-","0606-VLCI 01.jpg"
"606","VFCI","5","MERCEDES-BENZ","UNIMOG U1350L","1600","1996","-","0606-VFCI 05.jpg"
"606","VECI","8","MAN","-","6000","2000","-","0606-VECI 08.jpg"
"606","VCOT","2","UMM","ALTER 4X4 D","0","2000","-","0606-VCOT 02.jpg"
"606","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","0606-VCOT 01.jpg"
"606","VE30","1","MERCEDES-BENZ","1419","0","1994","-","0606-VE30 01.jpg"
"606","ABTD","3","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2001","-","0606-ABTD 03.jpg"
"606","ABTD","2","FORD","TRANSIT L120 VAN","0","1997","-","0606-ABTD 02.jpg"
"606","ABSC","4","CITROEN","JUMPER 2.5D 31MH","0","1999","-","0606-ABSC 04.jpg"
"606","ABSC","3","IVECO","30E8 DAILY","0","1994","-","0606-ABSC 03.jpg"
"606","ABSC","2","FORD","TRANSIT 100 LG","0","1995","-","0606-ABSC 02.jpg"
"605","VUCI","6","IVECO","FF100E21DR CITY EURO","2500","2000","-","0605-VUCI 06.jpg"
"605","VUCI","5","CHEVROLET","CE61702 VIKING","2000","1968","-","0605-VUCI 05.jpg"
"605","VTTU","4","MERCEDES-BENZ","-","11000","2000","-","0605-VTTU 04.jpg"
"605","VTTU","3","FORD","D1311-C CARGO","7500","1980","-","0605-VTTU 03.jpg"
"605","VTTU","1","MERCEDES-BENZ","710","4500","1980","-","0605-VTTU 01.jpg"
"605","VTTR","2","MERCEDES-BENZ","LAF1113B","3100","1970","-","0605-VTTR 02.jpg"
"605","VSAT","1","MERCEDES-BENZ","416D/35 CDI SPRINTER","200","2003","-","0605-VSAT 01.jpg"
"605","VOPE","1","FORD","TRANSIT L120 VAN","0","1989","-","0605-VOPE 01.jpg"
"605","VLCI","5","NISSAN","-","0","2000","-","0605-VLCI 05.jpg"
"605","VLCI","4","MERCEDES-BENZ","UNIMOG U100L","1100","1996","-","0605-VLCI 04.jpg"
"605","VLCI","2","UMM","ALTER 4X4 D TURBO LO","600","1991","-","0605-VLCI 02.jpg"
"605","VLCI","1","TOYOTA","LAND CRUISER BJ45","600","1984","-","0605-VLCI 01.jpg"
"605","VE30","1","MAGIRUS DEUTZ","FM170D12F","0","1967","-","0605-VE30 01.jpg"
"605","ABSC","2","FIAT","DUCATO 2.5D 14 MAXI","0","1997","-","0605-ABSC 02.jpg"
"605","ABTM","1","Fiat","-","0","2000","-","0605-ABTM 01.jpg"
"605","ABTD","4","MERCEDES-BENZ","250D-T124","0","1991","-","0605-ABTD 04.jpg"
"605","ABTD","9","MERCEDES-BENZ","SPRINTER","0","2000","-","0605-ABTD 09.jpg"
"605","ABTD","7","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2002","-","0605-ABTD 07.jpg"
"605","ABSC","3","MERCEDES-BENZ","208D/30 SPRINTER","0","1996","-","0605-ABSC 03.jpg"
"604","VUCI","6","Mitsubishi","-","1600","1989","-","0604-VUCI 06.jpg"
"604","VTTU","1","IVECO","MT190E24 EUROCARGO","8000","1999","-","0604-VTTU 01.jpg"
"604","VTPT","1","UMM","ALTER 4X4 D","0","2000","-","0604-VTPT 01.jpg"
"604","VSAT","1","IVECO","35C13 TURBODAILY","0","2003","-","0604-VSAT 01.jpg"
"604","VRCI","7","MERCEDES-BENZ","1217AK/32","4000","1982","-","0604-VRCI 07.jpg"
"604","VOPE","1","CITROEN","AX","0","1995","-","0604-VOPE 01.jpg"
"1504","ABTD","2","FORD","TRANSIT 125 T330","0","2005",NULL,"1504-ABTD2.jpg"
"604","VLCI","3","UMM","ALTER 4X4 D","500","1992","-","0604-VLCI 03.jpg"
"604","VLCI","2","TOYOTA","LAND CRUISER BJ45","700","1981","-","0604-VLCI 1.jpg"
"604","VFCI","8","TOYOTA","DYNA 250 BU84","1600","1992","-","0604-VFCI 08.jpg"
"604","VCOT","2","NISSAN","TERRANO II","0","1998","-","0604-VCOT 02.jpg"
"604","VFCI","9","MERCEDES-BENZ","UNIMOG U1350L","1800","1995","-","0604-VCFI 09.jpg"
"604","VCOT","1","NISSAN","PATROL JP260SFQ","0","1997","-","0604-VCOT 01.jpg"
"918","VTTU","3","IVECO","EUROSTAR 150E23","8000","1996",,"0918-VTTU3.jpg"
"918","VTTU","1","FORD",,"10000","2000",,"0918-VTTU1.jpg"
"604","ABSC","3","CITROEN","JUMPER 2.5TD","0","1999","-","0604-ABSC 03.jpg"
"604","ABTD","3","FORD","TRANSIT 330M","0","2001","-","0604-ABTD 03.jpg"
"604","ABTD","4","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","0604-ABTD 04.jpg"
"604","BARCO","1","-","-","0","2000","-","0604-BARCO.jpg"
"903","ABSC","1","MERCEDES","315 CDI SPRINTER","0","2009",,"0903-ABSC1.jpg"
"903","ABSC","2","IVECO","DAILY 30E8","0","1998",,"0903-ABSC2.jpg"
"903","ABSC","3","LAND ROVER","130 2.5TD5 DEFENDER","0","2000",,"0903-ABSC3.jpg"
"903","ABSC","4","MERCEDES","312D SPRINTER","0","1999",,"0903-ABSC4.jpg"
"903","ABTD","2","FIAT","SCUDO 1.6 MTJ","0","2008",,"0903-ABTD2.jpg"
"903","ABTD","4","MERCEDES","300D BINZ","0","1991",,"0903-ABTD4.jpg"
"903","ABTD","5","MERCEDES","312 CDI SPRINTER","0","2009",,"0903-ABTD5.jpg"
"903","ABTD","6","MERCEDES","300D BINZ","0","2000",,"0903-ABTD6.jpg"
"903","ABTD","7","MERCEDES","TRANSIT L100 VAN","0","1990",,"0903-ABTD7.jpg"
"903","ABTM","1","HIUNDAY","H-1 CRDI","0","2004",,"0903-ABTM1.jpg"
"903","ABTM","2","FIAT","DUCATO 120 MTJ","0","2008",,"0903-ABTM2.jpg"
"903","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1998",,"0903-VCOT1.jpg"
"903","VECI","1","MERCEDES","170AK","5000","1982",,"0903-VECI1.jpg"
"603","VUCI","16","IVECO","ML150E27D EUROFIRE","3200","1995","-","0603-VUCI 16.jpg"
"603","VUCI","1","FORD","D1311 C","2800","1973","-","0603-VUCI 01.jpg"
"603","VUCI","7","CHEVROLET","CK31003 SCOTTSDALE","1000","1980","-","0603-VUCI 07.jpg"
"603","VTPT","1","Nissan","PATROL","0","2000","-","0603-VTPT 01.jpg"
"603","VSAT","2","MERCEDES-BENZ","416D/35 CDI SPRINTER","0","2002","-","0603-VSAT 02.jpg"
"603","VFCI","2","RENAULT","-","3000","2000","-","0603-VFCI 02.jpg"
"603","VLCI","18","LAND ROVER","130 2.5 TD5 DEFENDER","600","1999","-","0603-VLCI 18.jpg"
"603","VLCI","14","TOYOTA","HI-LUX 33 LNA4 2.4D","600","1992","-","0603-VLCI 14.jpg"
"603","VLCI","8","LAND ROVER","109 LONG SERIE III","600","1982","-","0603-VLCI 08.jpg"
"603","VE30","1","MERCEDES-BENZ","1323 970.06 ATEGO","0","2000","-","0603-VE30 01.jpg"
"603","VCOT","2","NISSAN","PATROL JP260SFQ","0","1994","-","0603-VCOT 02.jpg"
"603","ABSC","9","MERCEDES-BENZ","SPRINTER","0","2000","-","0603-ABSC 09.jpg"
"905","ABTM","3","RENAULT","MASTER","0","2000","-","0905-ABTM 03.jpg"
"603","ABCI","1","MERCEDES-BENZ","SPRINTER","0","2000","-","0603-ABCI 01.jpg"
"905","VRCI","1","MERCEDES-BENZ","917/AF31","3000","1996","-","0905 VRCI01.jpg"
"905","VLCI","4","LAND ROVER","130 2.5 TD5 DEFENDER","0","2003","-","0905 VLCI04.jpg"
"905","VLCI","2","NISSAN","PICK-UP 4WD D21","400","1989","-","0905 VLCI02.jpg"
"905","VCOT","1","LAND ROVER","110 2.5 TDI DEFENSER","0","1998","-","0905-VCOT 01.jpg"
"905","VLCI","1","LAND ROVER","109 LONG SERIE III","400","1974","-","0905 VLCI01.jpg"
"905","BRTS","1","-","-","0","2000","-","0905 BRTS01.jpg"
"905","VFCI","2","MERCEDES-BENZ","-","6000","2000","-","0905-VFCI 02.jpg"
"920","VUCI","7","MERCEDES-BENZ","LAF1113B","3000","1987","-","0920 VUCI07.jpg"
"920","VTPT","1","UMM","-","0","2000","-","0920 VTPT01.jpg"
"920","VTTU","1","IVECO","MP190E38 EUROTECH","9000","2000","-","0920 VTTU01.jpg"
"920","VSAT","1","NISSAN","TRADE LARGO","0","1992","-","0920 VSAT01.jpg"
"920","VRCI","6","TOYOTA","DYNA 250 31BVEO 5.3","1600","1985","-","0920 VRCI06.jpg"
"920","VRCI","1","U.M.M","ENTREPNEUR 4X4 D","600","1982","-","0920 VRCI01.jpg"
"920","VOPE","2","MERCEDES-BENZ","MB140D","0","1985","-","0920 VOPE02.jpg"
"920","VOPE","1","FIAT","DUCATO","0","2000","-","0920 VOPE01.jpg"
"920","VFCI","3","RENAULT","110-150 4X4","3500","1987","-","0920 VFCI03.jpg"
"920","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","0920 VCOT01.jpg"
"920","ABTD","8","FORD","TRANSIT 330L VAN","0","2002","-","0920 ABTD08.jpg"
"920","ABTD","6","FORD","TRANSIT L100VAN","0","1997","-","0920 ABTD06.jpg"
"920","ABTD","3","PEUGEOT","505 GRD","0","1991","-","0920 ABTD03.jpg"
"622","VTTR","4","MERCEDES-BENZ","ACTROS","12000","2008",,"0622-VTTR4.jpg"
"920","ABTD","1","CITROEN","C25D 1400 280 B50 S-","0","1992","-","0920 ABTD01.jpg"
"622","VTTU","1","IVECO","MT190E24 AE EUROTECH","8000","1999","-","0622-VTTU1.jpg"
"920","ABSC","5","LAND ROVER","110 2.5 TDI DEFENSER","0","2000","-","0920 ABSC05.jpg"
"920","ABSC","4","IVECO","35S13 V/P TURBODAILY","0","2001","-","0920 ABSC04.jpg"
"622","VTPT","1","MITSUBISHI","L200 PICK-UP 4X4","0","1993","-","0622-VTPT1.jpg"
"920","ABTD","7","FORD","TRANSIT L100VAN","0","1998","-","0920 ABDT07.jpg"
"622","VTGC","3","SCANIA","400","16500","2004","-","0622-VTGC3.jpg"
"921","VUCI","1","MERCEDES-BENZ","710","4000","2000","-","0921-VUCI.jpg"
"921","VTTU","1","VOLVO","-","0","2000","-","0921-VTTU.jpg"
"921","VOPE","1","FORD","TRANSIT L100 VAN","0","1988","-","0921-VOPE1.jpg"
"622","VSAT","1","MERCEDES-BENZ","616D/35 CDI SPRINTER","600","2004","-","0622-VSAT1.jpg"
"921","VLCI","4","TOYOTA","-","0","2000","-","0921-VLCI4.jpg"
"622","VLCI","7","LAND ROVER","130 2.5 TD5 DEFENDER","870","2003","-","0622-VLCI7.jpg"
"921","VLCI","2","MITSUBISHI","L200 4X4","500","1992","-","0921-VLCI2.jpg"
"921","VLCI","1","TOYOTA","LAND CRUISER BJ45","500","1982","-","0921-VLCI1.jpg"
"921","VFCI","4","IVECO","ML95E21 WDB EUROCARG","2000","1999","-","0921-VFCI4.jpg"
"622","VFCI","9","MERCEDES-BENZ","UNIMOG 2450","1850","2006","-","0622-VFCI9.jpg"
"905","ABTM","2","FORD","TRANSIT 330M","0","2003","-","0905 ABTM02.jpg"
"921","VCOT","1","LAND ROVER","110 2.5 TDI DEFENSER","0","1998","-","0921-VCOT1.jpg"
"622","VFCI","8","MERCEDES-BENZ","UNIMOG","3500","2005","-","0622-VFCI8.jpg"
"921","ABTD","7","MERCEDES-BENZ","-","0","2000","-","0921-ABTD7.jpg"
"622","VFCI","6","MERCEDES-BENZ","UNIMOG U100L","1100","1996","-","VFCI_06_622.jpg"
"905","ABTD","6","FORD","TRANSIT 330M","0","2003","-","0905 ABTD06.jpg"
"622","VFCI","5","MERCEDES-BENZ","UNIMOG U406","1700","1992","-","VFCI-05_0622.jpg"
"905","ABTD","5","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1997","-","0905 ABTD05.jpg"
"921","ABSC","9","LAND ROVER","110 2.5 TDI DEFENDER","0","1995","-","0921-ABSC9.jpg"
"905","ABTD","4","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1996","-","0905 ABTD04.jpg"
"921","ABSC","2","FORD","TRANSIT L100 VAN","0","1995","-","0921-ABSC2.jpg"
"921","VRCI","2","MERCEDES-BENZ","917AF/31","2000","1995","-","0921 VRCI02.jpg"
"921","VOPE","3","PEUGEOT","-","0","2000","-","0921 VOPE03.jpg"
"921","ABTD","4","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1995","-","0921 ABTD04.jpg"
"921","ABTD","1","MERCEDES-BENZ","-","0","2000","-","0921 ABTD01.jpg"
"905","ABTD","3","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1994","-","0905 ABTD03.jpg"
"905","ABTD","2","MERCEDES-BENZ","300D-T123","0","1984","-","0905 ABTD02.jpg"
"905","ABTD","1","MERCEDES-BENZ","220D-T122","0","1975","-","0905 ABTD01.jpg"
"905","ABSC","2","IVECO","35S13 V/P TURBODAILY","0","2000","-","0905 ABSC02.jpg"
"602","VUCI","2","IVECO","65E10 L","1800","1986","-","0602-VUCI 02.jpg"
"602","VTTU","2","IVECO","MP190E38 EUROTECH","9000","2000","-","0602-VTTU 02.jpg"
"602","VTTU","1","VOLVO","F720","10000","1980","-","0602-VTTU 01.jpg"
"622","VCOT","2","MITSUBISHI","V60 Pajero","0","2006","-","0622-VCOT2.jpg"
"602","VSAT","1","IVECO","35E10 DAILY","500","1997","-","0602-VSAT 01.jpg"
"622","VCOT","1","NISSAN","PATROL JP 260SFQ","0","1995","-","0622-VCOT1.jpg"
"602","VLCI","5","LAND ROVER","110 2.5 TDI DEFENDER","600","1997","-","0602-VLCI 05.jpg"
"602","VLCI","4","TOYOTA","HI-LUX 2.5D JT132LNH","500","2002","-","0602-VLCI 04.jpg"
"622","ABTD","4","MERCEDES-BENZ","315D/35 SPRINTER","0","2007","-","0622-ABTD4.jpg"
"602","VFCI","6","MERCEDES-BENZ","1225AF/36 ATEGO","3000","2003","-","0602-VFCI 06.jpg"
"602","VECI","3","VOLVO","FL614-4300","4200","1991","-","0602-VECI 03.jpg"
"602","VCOT","2","-","-","0","2000","-","0602-VCOT 02.jpg"
"602","VCOT","1","NISSAN","PATROL JP260SFQ","0","1991","-","0602-VCOT 01.jpg"
"602","MOTA","0","-","-","0","2000","-","0602-MOTA.jpg"
"622","ABTD","3","MERCEDES-BENZ","315D/35 SPRINTER","0","2008","-","0622-ABTD3.jpg"
"622","ABTD","2","FORD","TRANSIT L100 VAN","0","1996","-","0622-ABTD2.jpg"
"601","VUCI","5","MERCEDES-BENZ","1124AF/3.6","3000","1998","-","0601-VUCI 05.jpg"
"622","ABTD","1","MERCEDES-BENZ","315D/35 SPRINTER","0","2007","-","0622-ABTD1.jpg"
"622","ABSC","3","VOLKSWAGEN","LT35","0","2002","-","0622-ABSC3.jpg"
"601","VUCI","4","VOLVO","N720 46 TURBO","4000","1982","-","0601-VUCI 04.jpg"
"622","ABTM","5","MERCEDES-BENZ","315D/37 SPRINTER","0","2009","-","0622-ABTM5.jpg"
"601","VTTR","2","M.A.N.","18.413 FAK","9000","2003","-","0601-VTTR 02.jpg"
"601","VTTR","1","MERCEDES-BENZ","2024AK38","5000","1997","-","0601-VTTR 01.jpg"
"601","VSAT","1","IVECO","35E8.BTA DAILY","400","1995","-","0601-VSAT 01.jpg"
"601","VSAE","3","M.A.N.","8.185 LC 36.5 CD","1000","2002","-","0601-VSAE 03.jpg"
"601","VSAE","2","MERCEDES-BENZ","PLP809/36/2","0","1979","-","0601-VSAE 02.jpg"
"623","VTTU","2","IVECO","-","0","2000","-","0623-VTTU2.jpg"
"623","VTTU","1","Mercedes","-","0","2000","-","0623-VTTU1.jpg"
"601","VPME","1","MERCEDES-BENZ","1120","0","1998","-","0601-VPME 01.jpg"
"601","VP20","1","MERCEDES-BENZ","1422 F/42","0","1985","-","0601-VP20 01.jpg"
"601","VLCI","3","LAND ROVER","130 2.5 TD5 DEFENDER","600","1998","-","0601-VLCI 03.jpg"
"623","VSAT","1","FORD","TRANSIT 100Y","0","1977","-","0623-VSAT1.jpg"
"623","VLCI","4","LAND ROVER","130 2.5 TD5 DEFENDER","600","2001","-","0623-VLCI4.jpg"
"601","VLCI","2","LAND ROVER","110 2.5 TDI DEFENDER","600","1997","-","0601-VLCI 02.jpg"
"623","VLCI","3","UMM","ALTER 4X4 D","600","1990","-","0623-VLCI3.jpg"
"601","VLCI","1","LAND ROVER","110 2.5 TD5 DEFENDER","600","1999","-","0601-VLCI 01.jpg"
"623","VFCI","7","MERCEDES-BENZ","UNIMOG S/404.A","1000","1965","-","0623-VFCI7.jpg"
"623","VFCI","5","MERCEDES-BENZ","UNIMOG U1350L","1800","1995","-","0623-VFCI5.jpg"
"601","VFCI","7","M.A.N.","14.255 LA-LF 36CD","3500","2001","-","0601-VFCI 07.jpg"
"601","VETA","3","TOYOTA","HI-LUX","0","2001","-","0601-VETA 03.jpg"
"623","ABTM","3","HYUNDAI","H1","0","2001","-","0623-ABTM3.jpg"
"601","VETA","1","MERCEDES-BENZ","PLP809/36/2","2000","1979","-","0601-VETA 01.jpg"
"623","ABTD","2","CITROEN","C25D 1400 280 B50 S-","0","1992","-","0623-ABTD2.jpg"
"623","ABTD","1","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2001","-","0623-ABTD1.jpg"
"601","VE30","1","IVECO","ML130E23H EUROCARGO","0","2000","-","0601-VE30 01.jpg"
"601","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","0601-VCOT 01.jpg"
"923","ABTD","2","Toyota","-","0","2000","-","falta.jpg"
"601","ABSC","5","IVECO","35S13 V/P TURBODAILY","0","2000","-","0601-ABSC 05.jpg"
"601","ABSC","3","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","0601-ABSC 03.jpg"
"601","VCOC","1","IVECO","35E8VA(T1.88)RS DAIL","0","1998","-","0601-ABSC 04.jpg"
"623","ABSC","4","Mercedes","Sprinter","0","2000","-","0623-ABSC4.jpg"
"623","ABSC","3","Mercedes","Sprinter","0","2000","-","0623-ABSC3.jpg"
"623","ABSC","2","Mercedes","Sprinter","0","2000","-","0623-ABSC2.jpg"
"916","VTTU","1","IVECO","150E23 EUROCARGO","8000","1996","-","0916-VTTU1.jpg"
"916","VTTU","2","MERCEDES-BENZ","1313","5000","1963","-","0916-VTTU2.jpg"
"916","VSAT","1","MERCEDES-BENZ","-","0","2000","-","0916-VSAT1.jpg"
"916","VLCI","1","NISSAN","PICK-UP 4X4 D","500","1992","-","0916-VLCI1.jpg"
"916","VRCI","2","MERCEDES-BENZ","917AF/31","2100","1996","-","0916-VRCI2.jpg"
"916","VRCI","3","M.A.N","10 224 LAEK35,6CD26","3000","2000","-","0916-VRCI3.jpg"
"916","VCOT","2","LAND ROVER","-","0","2000","-","0916-VCOT2.jpg"
"916","VCOT","1","TOYOTA","HI-LUX 2.4D POLN65","0","1988","-","0916-VCOT1.jpg"
"916","ABTD","5","MERCEDES-BENZ","-","0","2000","-","0916-ABTD5.jpg"
"916","ABTD","3","MERCEDES-BENZ","-","0","2000","-","0916-ABTD3.jpg"
"916","ABTD","6","IVECO","-","0","2000","-","0916-ABTD6.jpg"
"916","ABSC","2","LAND ROVER","110 2.5 TDI DEFENDER","0","1995","-","0916-ABSC2.jpg"
"922","VLCI","3","LAND ROVER","110 2.5 TD5 DEFENDER","0","2000","-","0922-VLCI 03.jpg"
"916","ABSC","1","CITROEN","C25D 1400 280 B50 S-","0","1992","-","0916-ABSC.jpg"
"922","VLCI","4","MITSUBISHI","L200 PICK-UP","625","1999","-","0922-VLCI 04.jpg"
"922","VRCI","1","MERCEDES-BENZ","LAF1113B","2500","1974","-","0922-VRCI 01.jpg"
"922","VCOT","1","NISSAN","TERRANO II","0","2000","-","0922-VCOT 01.jpg"
"922","ABSC","1","MERCEDES-BENZ","602DKA","0","2000","-","0922-ABSC 01.jpg"
"922","ABSC","2","CITROEN","JUMPER 2.5D 31MH","0","1999","-","0922-ABSC 02.jpg"
"922","ABSC","3","MERCEDES-BENZ","SPRINTER","0","2000","-","0922-ABSC 03.jpg"
"903","VETA","2","LAND ROVER","130 2.5TD5 DEFENDER","0","1993",,"0903-VETA2.jpg"
"903","VFCI","1","MERCEDES","2150 UNIMOG","3500","1994",,"0903-VFCI1.jpg"
"903","VLCI","1","TOYOTA","LAND CRUISER 3.0","600","1984",,"0903-VLCI1.jpg"
"903","VLCI","2","LAND ROVER","130 2.5TD5 DEFENDER","600","1998",,"0903-VLCI2.jpg"
"903","VOPE","1","ROVER","45 S","0","1996",,"0903-VOPE1.jpg"
"903","VP","1","NISSAN","CABSTAR 110","0","1987",,"0903-VP1.jpg"
"903","VSAT","1","MERCEDES","416 CDI SPRINTER","500","2001",,"0903-VSAT1.jpg"
"903","VTTU","1","MERCEDES","190","12000","1994",,"0903-VTTU1.jpg"
"903","VTTU","2","RENAULT","G230 TI","18000","1992",,"0903-VTTU2.jpg"
"903","VUCI","1","DODGE","POWER WAGON RAM","800","1980",,"0903-VUCI1.jpg"
"910","ABSC","3","RENAULT","MASTER","0","1998",,"0910-ABSC3.jpg"
"904","VTPT","4","LAND ROVER","REGULAR 88 SERIE III","0","1980","-","0904 VTPT04.jpg"
"904","VTTU","1","FORD","CARGO","0","1984","-","0904 VTTU01.jpg"
"915","VTTU","19","IVECO","-","0","2000","-","0915-VTTU19.jpg"
"915","VUCI","22","SCANIA","-","0","2000","-","0915-VUCI22.jpg"
"904","VTPT","3","LAND ROVER","88 REGULAR SERIE III","0","1978","-","0904 VTPT03.jpg"
"904","ABSC","1","RENAULT","MASTER T33 2.5D","0","1998","-","0904-ABSC 01.jpg"
"904","INEM","1","MERCEDES-BENZ","SPRINTER","0","2000","-","0904-INEM.jpg"
"915","VSAT","20","TOYOTA","DYNA 250 31BVEO 5.3","1000","1986","-","0915-VSAT20.jpg"
"915","VRCI","13","MERCEDES-BENZ","1217AK/32","5000","1982","-","0915-VRCI13.jpg"
"915","VOPE","23","RENAULT","-","0","2000","-","0915-VOPE23.jpg"
"915","VLCI","1","LAND ROVER","130 2.5 TD5 DEFENDER","0","2000","-","0915-VLCI.jpg"
"904","ABSC","3","MERCEDES-BENZ","SPRINTER","0","2000","-","0904-ABSC 03.jpg"
"915","VOPE","24","MERCEDES-BENZ","200D","0","1984","-","0915-VOPE24.jpg"
"904","ABTD","1","MERCEDES-BENZ","SPRINTER","0","2000","-","0904-ABTD 01.jpg"
"915","VFCI","2","MERCEDES-BENZ","UNIMOG","1200","1996","-","0915-VFCI.jpg"
"904","VLCI","1","LAND ROVER","109 LONG","0","1969","-","0904 VLCI01.jpg"
"904","VRCI","1","MERCEDES-BENZ","710","0","1966","-","0904 VRCI01.jpg"
"915","VETA","17","TOYOTA","DYNA 250 31BVEO 5.3","1000","1996","-","0915-VETA17.jpg"
"904","ABTD","4","VOLKSWAGEN","TRANSPORTE T4 2.4D","0","1995","-","0904-ABTD 04.jpg"
"904","ABTD","2","VOLKSWAGEN","-","0","2000","-","0904-ABTD 02.jpg"
"915","VCOT","14","NISSAN","PATROL JP260SFQ","0","1994","-","0915-VCOT14.jpg"
"915","ABTD","9","MERCEDES-BENZ","-","0","2000","-","0915-ABTM09.jpg"
"904","ABTD","5","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1996","-","0904-ABTD 05.jpg"
"904","ABTD","6","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2000","-","0904-ABTD 06.jpg"
"915","ABTD","8","PEUGEOT","-","0","2000","-","0915-ABTD08.jpg"
"904","ABTD","3","RENAULT","TRAFIC T1300D","0","1988","-","0904 ABTD03.jpg"
"904","ABSC","2","RENAULT","MASTER T35D FB30A1","0","1992","-","0904 ABSC02.jpg"
"904","ABTM","1","VOLKSWAGEN","-","0","2000","-","0904-ABTM 01.jpg"
"915","ABTD","7","CITROEN","CONFORT","0","2000","-","0915-ABTD07.jpg"
"915","ABTD","5","MERCEDES-BENZ","MASTER T33 2.3 DTI","0","1998","-","0915-ABTD05.jpg"
"912","VFCI","1","MERCEDES","U2150L","3500","1994",,"0912-VFCI1.jpg"
"912","VFCI","2","MAN","10-224","3500","2000",,"0912-VFCI2.jpg"
"912","VLCI","2","UMM","ALTER LONG","600","2000",,"0912-VLCI2.jpg"
"912","VLCI","3","LAND ROVER","130 2.5 TD5 DEFENDER","600","1998",,"0912-VLCI3.jpg"
"912","VOPE","1","FORD","TRANSIT L100 VAN","0","1999",,"0912-VOPE1.jpg"
"912","VOPE","2","MERCEDES","300D","0","1980",,"0912-VOPE2.jpg"
"912","VOPE","3","FORD","TRANSIT L120 VAN","0","2000",,"0912-VOPE3.jpg"
"912","VRCI","1","IVECO","UNIC 95 4X4 BREVET","2000","1986",,"0912-VRCI1.jpg"
"915","ABTD","4","MERCEDES-BENZ","250D-T124","0","1988","-","0915-ABTD04.jpg"
"912","VSAT","1","TOYOTA","DYNA 280","500","2000",,"0912-VSAT1.jpg"
"915","ABTD","2","MERCEDES-BENZ","HB 100D","0","1993","-","0915-ABTD02.jpg"
"915","ABTD","1","NISSAN","URBAN","0","1984","-","0915-ABTD01.jpg"
"912","VSAT","2","TOYOTA","HILUX POL2.4","0","1989",,"0912-VSAT2.jpg"
"915","ABSC","3","RENAULT","TRAFIC","0","1994","-","0915-ABSC03.jpg"
"912","VTGC","1","SCANIA","360 124 L","22000","1997",,"0912-VTGC1.jpg"
"912","VTPT","1","LAND ROVER","SERIE III","0","1984",,"0912-VTPT1.jpg"
"914","VFCI","1","MERCEDES-BENZ","1017","5000","1980","-","0914 VFCI01.jpg"
"915","VRCI","15","IVECO","80E17 W.M.","3500","1993","-","0915 VRCI15.jpg"
"918","ABSC","2","IVECO","DAILY 30E8","0","1998",,"0918-ABSC2.jpg"
"914","VCOT","1","MITSUBISHI","PAJERO 2.8 GLS","0","1998","-","0914 VCOT01.jpg"
"918","ABTD","6","VW","TRANSPORTER","0","1996",,"0918-ABTD6.jpg"
