"Code","Name","Address","Phone","Fax","Email","Website","City","Lat","Lon"
812,"Aljezur","Rua dos Bombeiros - 8670084 Aljezur",282990140,282990149,"geral@bvaljezur.pt","http://www.bvaljezur.pt","Aljezur",,
807,"Portimão","Rua Bombeiros Voluntários de Portimão - 8500-649 PortimÃ£o",282420130,282420139,"bvportimao@netcabo.pt","bvportimao@netcabo.pt","Portimão",,
808,"Loulé Municipais","Rua Humberto Pacheco - 8100-735 Loulé",289400560,289416706,,,"Loulé",,
809,"São Brás de Alportel","Rua Vasco da Gama 8150- 166São Brás de Alportel",289842666,289841488,"bvsba@net.vodafone.pt",,"São Brás de Alportel",,
806,"Silves","Rua Cruz da Palmeira - 8300-131 Silves",282442411,282444611,"bombeiros.silves-s@sapo.pt",,"Silves",,
802,"Lagos","Rua Bombeiros Voluntários de Lagos- 8600-577 Lagos",282770790,282770799,"cbvlagos@gmail.com","www.bvlagos.pt","Lagos",,
803,"Tavira Municipais","Largo do Cano - 8800-389 Tavira",281322122,281324864,,,"Tavira",,
804,"Vila Real de Santo António","Rua D. Francisco Sá Carneiro - 8900-307 V. Real St. António",281512777,281512989,"ahbvvrsa@clix.pt",,"Vila Real de Santo António",,
805,"Faro","Rua Comandante Francisco Manuel nº.7 - 8000-250 Faro",289823630,289803023,"bvfaro@sapo.pt",,"Faro",,
714,"Viana do Alentejo","Estrada Nacional nº. 257 7090 225 Viana do Alentejo",266953123,266939203,"bombeiros_viana_alentejo@iol.pt",,"Viana do Alentejo",,
801,"Faro Municipais","Rua Cidade Hayward 8000073 Faro",289888000,289888003,,,"Faro",,
713,"Alandroal","Rua D. Manuel Viana XAv.ier Rodrigues 7250-139 Alandroal",268449144,268431097,"bvalandroal@mail.telepac.pt",,"Alandroal",,
710,"Redondo","Largo dos Bombeiros Voluntários de Redondo 7170070 Redondo",266989140,266989147,"bv.redondo@mail.telepac.pt","http://www.bvredondo.com/","Redondo",,
711,"Mourão","Estrada Nacional, 256 7240 Mourão",266586220,266586480,"bombeirosmourao@hotmail.com","Em Construção","Mourão",,
712,"Portel","Horta da Cruz 7220-390 Portel",266619200,266619208,"bvportel@gmail.com",,"Portel",,
709,"Borba","Av. dos Bombeiros Voluntários nº.1 7150-165 Borba",268083980,268841058,"bombeirosborba@clix.pt","http://bombeirosborba.no.sapo.pt/","Borba",,
708,"Mora","Terreiro dos Frades, nº. 7 7490-219 Mora",266409100,266409108,"comando@bvmora.pt","http://www.bvmora.pt/","Mora",,
706,"Reguengos de Monsaraz","Campo 25 de Abril 7200-368 Reguengos de Monsaraz",266502228,266503512,"bvreguengos@mail.telepac.pt","http://www.bombeiros-reguengos.pt","Reguengos de Monsaraz",,
707,"Vila Viçosa","Parque industrial L.64 7160-999 Vila Viçosa",268889160,268889167,"bombeirosvvv@mail.telepac.pt","http://www.bombeirosvilavicosa.pt/","Vila Viçosa",,
704,"Estremoz","Av. D. Marques Crespo 7100-101 Estremoz",268336073,268337361,"bombeiros.estremoz@mail.telepac.pt",,"Estremoz",,
705,"Arraiolos","Loteamento Cruz da Barreta, Lote 3 e 4 7040060 Arraiolos",266490050,266490059,"bvarraiolos@clix.pt",,"Arraiolos",,
703,"Montemor-o-Novo","Largo. Prof.Bento Jesus Caraça 7050-112 Montemor-o-Novo",266899180,266899188,"bombeirosnovo@netvisao.pt",,"Montemor-o-Novo",,
701,"Évora","Av. dos Bombeiros Voluntários 7000-754 Évora",266702122,266744398,"bve@mail.evora.net","http://www.evora.net/bve/","Évora",,
702,"Vendas Novas","Largo dos Bombeiros Voluntários 7080093 Vendas Novas",265807170,265807181,"ahbvvn@sapo.pt","http://bvvn.net/","Vendas Novas",,
622,"Penela","Rua Nossa Senhora da Conceição nº.24 3230 -289 Penela",239560100,239560108,"geral@bvpenela.pt","www.bvpenela.pt","Penela",,
623,"Mira","Rua dos Bombeiros Voluntários 3070-331 Mira",231480760,231480679,"geral@bvmira.pt","www.bvmira.pt","Mira",,
624,"Serpins","Apartado 17 3201-908 Serpins",239970000,239970001,"comando.bvserpins@sapo.pt",,"Lousã",,
620,"Coja","Rua D. Alberto Mora Pinto 3305-142 Coja",235721122,235721522,"bvcoja.geral@mail.telepac.pt",,"Arganil",,
621,"Pampilhosa da Serra","Av. Bombeiros Voluntários 3320-238 Pampilhosa da Serra",235594322,235594797,"bvpampilhosa@sapo.pt","http://abvps.com.sapo.pt/","Pampilhosa da Serra",,
618,"Vila Nova de Poiares","Av. Bombeiros Voluntários - Apartado 4 3351-909 Vila Nova de Poiares",239429010,239429019,"ahbvp@iol.pt",,"Vila Nova de Poiares",,
619,"Góis","Av. Comandante Baeta Neves 3330-316 Góis",235771522,235772489,"japcg@clix.pt",,"Góis",,
614,"Tábua","Rua D. Francisco Beirão 3420-325 Tábua",235412001,235412489,,,"Tábua",,
615,"Brasfemes","Rua António dos Santos, nº. 27 3020-533 Brasfeme",239910000,239910009,"geral@bvbrasfemes.com","http://www.bvbrasfemes.com/","Coimbra",,
616,"Lagares da Beira","Rua dos Bombeiros, nº. 14 apart. 7 3405-189 Lagares da Beira",238640112,238640117,"Geral@bvlagaresdabeira.com","http://www.bvlagaresdabeira.com/","Oliveira do Hospital",,
617,"Miranda do Corvo","Rua das Fontainhas - apartado 71 3221-909 Miranda do Corvo",239532194,239531104,"sec_bvmc@sapo.pt","www.bvmirandadocorvo.pt","Miranda do Corvo",,
610,"Penacova","Praça Sá Carneiro nº.4, 3360-191 Penacova",239477469,239478957,"comando.bvpenacova@sapo.pt","www.bombeirospenacova.pt/","Penacova",,
611,"Montemor o Velho","Av. Bombeiros Voluntários 3140-250 Montemor-o-Velho",239689214,239689886,"bombeirosmontemor@clix.pt","http://bombeirosmontemorvelho.planetaclix.pt/","Montemor-o-Velho",,
612,"Arganil","Av. Bombeiros Voluntários 3300012 Arganil",235202122,,"op65929@mail.telepac.pt",,"Arganil",,
613,"V.N.Oliveirinha","Av. Antonio de Padua 3420-457 Vila Nova de Oliveirinha",238604887,238602131,"bvvnoliveirinha@sapo.pt","http://bvvno.com.sapo.pt/","Tábua",,
509,"Vila Velha de Ródão","Rua de Santana 6030-230 Vila Velha de Ródão",272541022,272545492,"bombeiros_vvr@sapo.pt","www.bombeiros-vvrodao.pt","Vila Velha de Ródão",,
510,"Belmonte","Av. dos Bombeiros Voluntários nº.9 6250056 Belmonte",275910090,275910098,"b.v.belmonte@sapo.pt","http://www.bvbelmonte.pt/","Belmonte",,
511,"Vila de Rei","Rua Dos Bombeiros Voluntários 6110000 Vila de Rei",274890030,274898504,"comandoviladerei@htmail.com",,"Vila de Rei",,
512,"Cernache do Bonjardim","Rua dos Pinheiros apartado 15 6104-908 Cernache do Bonjardim",274800070,274800071,"cernache@mail.telepac.pt",,"Sertã",,
601,"Coimbra Sapadores","Av. Mendes Silva - 3030-193 Coimbra",239792800,239792809,"cbs@cm-coimbra.pt",,"Coimbra",,
506,"Oleiros","Rua dos Bombeiros Voluntários 6160-404 Oleiros",272680170,272680179,,,"Oleiros",,
507,"Proença-a-Nova","Largos dos Bombeiros, nº. 13- Apartado 51 6154-909 Proença-a-Nova",274671444,274672550,"bombeirosproença@sapo.pt",,"Proença-a-Nova",,
508,"Idanha-a-Nova","Largo de Santo António 6060-126 Idanha-a-Nova",277202456,277202249,"bvidanha_central@sapo.pt","http://bvidanha.no.sapo.pt/","Idanha-a-Nova",,
505,"Penamacor","Rua dos Bombeiros Voluntários 6090-571",277394122,277394840,"bvpenamacor@oninet.pt",,"Penamacor",,
504,"Castelo Branco","Rua Cmdt. Lúcio Miguel Pereira 6000-202 Castelo Branco",272342122,272321429,,,"Castelo Branco",,
503,"Fundão","Rua Cidade da Covilhã, 18 6230-346 Fundão",275772700,275752786,,"http://bvfundao.no.sapo.pt/","Fundão",,
502,"Sertã","Rua dos Bombeiros Voluntários 6100- 756 Sertã",274603528,274603000,"central@bvserta.mail.pt",,"Sertã",,
501,"Covilhã","Rua D. Júlio Maria da Costa 6215-442 Covilhã",275310310,275310311,"bvcovilha@oninet.pt","http://bvcovilha.tripod.com/","Covilhã",,
415,"Izeda","Rua Central nº.14 5300-598 Izeda",273959222,273959248,"ahbvizeda@clix.pt",,"Bragança",,
414,"Sendim","Av. do Ciclo 5225-101 Sendim",273739121,273739029,"bvsendim@hotmail.com","http://www.bvsendim.com","Miranda do Douro",,
413,"Torre de Dona Chama","Av. Dos Bombeiros Voluntários 5385-117 Torre de Dona Chama",278318140,278318141,"info.bvtdc@gmail.com","http://bvtdc.no.sapo.pt/","Mirandela",,
412,"Miranda do Douro","Estrada Nacional, 218 5210-183 Miranda do Douro",273432122,273431117,"bombeiros_miranda_douro@vizzavi.pt",,"Miranda do Douro",,
411,"Vila Flor","Rua D. Oliveira Salazar nº.1 5360-385 Vila Flor",278512122,278512864,"bvvilaflor@sapo.pt","www.juvebombeiro0411.blogspot.com","Vila Flor",,
410,"Vinhais","Rua dos Frades 5320-331 Vinhais",273771012,273770258,"bombeiros.vinhais@clix.pt",,"Vinhais",,
409,"Alfândega da Fé","Av. dos Bombeiros Voluntários 5350004 Alfândega da Fé",279462429,279462252,"bvalfandega.direccao@sapo.pt",,"Alfândega da Fé",,
408,"Moncorvo","Av. Bombeiros Voluntários 5160-216 Torre de Moncorvo",279200200,279253122,"geral@bombeirosmoncorvo.com","www.bombeirosmoncorvo.com","Torre de Moncorvo",,
407,"Vimioso","Rua da Fonte Nova nº. 12 5230-319 Vimioso",273512115,273512645,"bvvimioso@sapo.pt",,"Vimioso",,
406,"Mogadouro","Av. dos Comandos 5200-206 Mogadouro",279340020,279348140,"bvmogadouro@mail.telepac.pt",,"Mogadouro",,
405,"Carrazeda de Ansiães","Rua Luis de Camões 5140080 Carrazeda de Ansiães",278616104,278615186,"bvca@ansiaes.net",,"Carrazeda de Ansiães",,
404,"Freixo de Espada à Cinta","Av. Guerra Junqueiro 5180-104 Freixo de Espada à Cinta",279653230,279653352,"bvfreixo@sapo.pt",,"Freixo de Espada à Cinta",,
403,"Macedo de Cavaleiros","Rua Alexandre Herculano nº.19 5340-214 Macedo de Cavaleiros",278428530,278428539,"mail@bombeiros-macedo.org","http://www.bombeiros-macedo.org","Macedo de Cavaleiros",,
402,"Bragança","Rua D. Manuel Bento 5300-167 Bragança",273300210,273300211,"bombeiros.braganca@sapo.pt",,"Bragança",,
322,"Terras de Bouro","Covas-Moimenta 4840-100 Terras de Bouro",253350110,253350119,,,"Terras de Bouro",,
401,"Mirandela","Av. dos Bombeiros Voluntários 5370-206 Mirandela",278201080,278262676,"bvmirandela@mail.telepac.pt",,"Mirandela",,
321,"Viatodos","Rua dos Bombeiros Voluntários, nº.5 4775-270 Viatodos",252962800,252961963,"bombeiros.viatodos@mail.telepac.pt",,"Barcelos",,
320,"B.P.Riopele","Av. Riopele, nº. 946 4770-405 Pousada de Saramagos",252990996,252992170,,,"Vila Nova de Famalicão",,
319,"Riba de Ave","Av. Narciso Ferreira 4765-202 Riba de Ave",252900200,252900209,,"http://www.bvribadeave.org/","Vila Nova de Famalicão",,
318,"Cabeceirenses","Rua dos Bombeiros Voluntários 4860-253 Cabeceiras de Basto",253662133,253661915,"comandante@bv-cabeceirenses.pt","http://www.bv-cabeceirenses.pt","Cabeceiras de Basto",,
317,"Vieira do Minho","Praça do Bombeiro Voluntário 4850-526 Vieira do Minho",253647129,253648629,"bvvm.comando@gmail.com",,"Vieira do Minho",,
112,"Mealhada","Rua Bernardino FeLargoueiras 3050-347 Mealhada",231202122,231203850,"comando.bvmealhada@gmail.com",,"Mealhada",,
113,"Espinhenses","Rua nº.16, 511 4500 - Espinho",227340042,227318525,"bvespinhenses.comando@gmail.com","bvespinhenses.com","Espinho",,
114,"São João da Madeira","Rua Oliveira Figueiredo, Zona Industrial 1, 3700-101 S. João da Madeira",256837120,256832015,"comandante.aleixo@mail.telepac.pt",,"São João da Madeira",,
115,"Vagos","Av. D. Lucio Vidal 3840-401 Vagos",234799750,234799755,"comando@bvvagos.pt","www.bvvagos.pt","Vagos",,
116,"Esmoriz","Av. dos Correios 3885-990 Esmoriz",256752122,256755451,"comandobve@netvisao.pt",,"Ovar",,
117,"Anadia","Largo das Fontes 3780046 Anadia",231512122,231504778,"ahbvacomando@netvisao.pt","www.ahbva.com","Anadia",,
118,"Águeda","Av. 25 de Abril 3750-101 Águeda",234622591,234625064,"comando@bvagueda.net","www.bvagueda.net","Águeda",,
119,"Sever do Vouga","Rua dos Bombeiros 3740-267 Sever do Vouga",234555738,234555686,"comando.sever@mail.telepac.pt",,"Sever do Vouga",,
120,"Vale de Cambra","Rua Vasco da Gama 3730-263 Vale de Cambra",256423616,256423228,"comando@bombeirosvalecambra.pt",,"Vale de Cambra",,
121,"Lourosa","Av. Principal, nº.4030 4535038 Lourosa",227443189,227457427,"bvlourosa_comando@hotmail.com",,"Santa Maria da Feira",,
122,"Oliveira do Bairro","Estrada da Estaçao 3770-220 Oliveira do Bairro",234740370,234740371,"comando.obr@mail.telepac.pt",,"Oliveira do Bairro",,
123,"Castelo de Paiva","Rua General Humberto DeLargoado 4550-101 Castelo de Paiva",255690550,255690559,"com.bvcp@sapo.pt","bvcastelopaiva.no.sapo.pt","Castelo de Paiva",,
124,"Arouca","Alto da Estrada, Rua dos Bombeiros 4540-202 Arouca",256943777,256949344,"comandante.bvarouca@sapo.pt",,"Arouca",,
111,"Arrifana","Av. 5 de Outubro, 197 3700-457 Arrifana",256831055,256832865,"cmdtbvarrifana@hotmail.com",,"Santa Maria da Feira",,
109,"Albergaria-a-Velha","Rua D. Jose Henriques Apartado 111 3854-909 Albergaria-a-Velha",234529110,234525112,"comando@bombeirosdealbergaria.pt","www.bombeirosdealbergaria.pt","Albergaria-a-Velha",,
110,"Pampilhosa","Rua do Lagar 3050-417 Pampilhosa",231949122,231947619,"bvpampilhosacomando@sapo.pt","abvps.com.sapo.pt","Mealhada",,
107,"Feira","Rua Engº. Duarte Pacheco nº 20 4524-909 Santa Maria da Feira",256377601,256377608,"bvfeira@mail.telepac.pt",,"Santa Maria da Feira",,
108,"Estarreja","Rua dos Bombeiros Voluntários 3860-367 Estarreja",234842303,234849788,"bvestarreja.comando@mail.telepac.pt","www.bombeirosestarreja.com","Estarreja",,
104,"Ovar","Rua D. Manuel Arala 3880-206 Ovar",256572122,256575594,"bvocomandante@netvisao.pt","www.bvovar.com","Ovar",,
103,"Espinho","Rua 16 Largo dos Combatentes apartado 704 4501-901 Espinho",227328275,227328275,"comandante@bvespinho.com","www.bvespinho.com","Espinho",,
102,"Ílhavo","Av. Mario Sacramento 3830052 Ílhavo",234320120,234320128,"comandante@bvÍlhavo.pt","www.bvÍlhavo.pt","Ílhavo",,
101,"Aveiro Velhos","Rua D. Mario Sacramento 3810-104 Aveiro",234377090,234377091,"bvelhosaveiro@sapo.pt","www.bombeirosaveiro-velhos.com","Aveiro",,
2308,"Nordeste","Rua do Topo - Nordeste",296488111,,,,"Nordeste",,
128,"B.P.Portucel","Rua Bombeiros da Celulose 3800-536 Cacia",234910600,234910619,"bombeiros.cacia@portucel.pt",,"Cacia",,
1304,"Santo Tirso","Praça Conde São Bento 42/4, Santo Tirso",252852491,,,,"Santo Tirso",,
126,"Fajões","Rua dos Bombeiros Voluntários 3700 - 660 Fajões",256851122,256851121,"geral@bvf.pt","http://www.bvf.pt/","Oliveira de Azeméis",,
129,"B.P.Salvador Caetano","Ovar 3885-100 Arada",256790000,256790005,"nelson.marinheiro@toyotacaetano.pt",,"Ovar",,
130,"B.P.Nestlé","Rua da Nestle, nº.º 116 Apartado 1 3860-757 Avanca",234850500,234850501,"luism.pinto@pt.nestle.com",,"Avanca",,
1315,"São Mamede de Infesta","Av.Marechal Gomes da Costa, 245 4465-158 S. Mamede de Infesta",229010017,229016309,"bombeiros.smi@sapo.pt",,"Matosinhos",,
1346,"B.P.Salvador Caetano","Oliveira do Douro 4431-956 Oliveira do Douro V. nº. de Gaia",227867000,227867066,"www.salvadorcaetano.pt",,"Vila Nova de Gaia",,
